序号,接口表名,数据类别,id,biz_unique_id,catalog_id,catalog_name,data_name,dept_name,description,service_type,create_time,update_time,data_time,del_status,valid_status,sample_data_json,visit_count,data_source,favorited,key_advantages,来源接口
470,LAB_DATA,数字资源-联合实验室数据,576,1502762872228499456,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",地区级商圈日游客到访半径分布,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:13,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
471,LAB_DATA,数字资源-联合实验室数据,577,1502762872157196288,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园日游客数,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:13,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
472,LAB_DATA,数字资源-联合实验室数据,578,1502762872085893120,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",地区级商圈日夜间游客数,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:13,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
473,LAB_DATA,数字资源-联合实验室数据,579,1502762872014589952,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",社区公园出现量归属地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:12,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
474,LAB_DATA,数字资源-联合实验室数据,580,1502762871943286784,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",社区公园区域出现量,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:12,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
475,LAB_DATA,数字资源-联合实验室数据,581,1502762871876177920,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",地区级商圈日游客归属本地,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:12,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
476,LAB_DATA,数字资源-联合实验室数据,582,1502762871800680448,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园区域停留时长,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:12,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
477,LAB_DATA,数字资源-联合实验室数据,583,1502762871712600064,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",地区级商圈活跃用户BI年龄段,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:12,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
478,LAB_DATA,数字资源-联合实验室数据,584,1502762871641296896,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",历史名园日活跃用户归属,信令联合实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/11 11:12,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
479,LAB_DATA,数字资源-联合实验室数据,179,1504414972519862272,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",污水处理厂（再生水厂）,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
480,LAB_DATA,数字资源-联合实验室数据,180,1504414972435976192,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",其他通信设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
481,LAB_DATA,数字资源-联合实验室数据,181,1504414972356284416,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",污水泵站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
482,LAB_DATA,数字资源-联合实验室数据,182,1504414972276592640,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",生活垃圾转运站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
483,LAB_DATA,数字资源-联合实验室数据,183,1504414972196900864,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",跨河管道,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
484,LAB_DATA,数字资源-联合实验室数据,184,1504414972117209088,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",设备箱体,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:27,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
485,LAB_DATA,数字资源-联合实验室数据,185,1504414972037517312,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",充电桩,空间图实验室,,DATA,2026/6/5 18:31,2026/7/14 16:23,2026/5/14 11:27,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
486,LAB_DATA,数字资源-联合实验室数据,186,1504414971962019840,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",井盖,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
487,LAB_DATA,数字资源-联合实验室数据,187,1504414971890716672,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",治安岗亭,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
488,LAB_DATA,数字资源-联合实验室数据,188,1504414971815219200,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",亭,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
489,LAB_DATA,数字资源-联合实验室数据,189,1504414971748110336,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",变压器（箱）,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
490,LAB_DATA,数字资源-联合实验室数据,190,1504414971676807168,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",自助机,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
491,LAB_DATA,数字资源-联合实验室数据,191,1504414971609698304,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",监控电子眼,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
492,LAB_DATA,数字资源-联合实验室数据,5,1504414971534200832,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",快递柜,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
493,LAB_DATA,数字资源-联合实验室数据,192,1504414971454509056,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",高压线铁塔,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
494,LAB_DATA,数字资源-联合实验室数据,193,1504414971387400192,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",公共厕所,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:26,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
495,LAB_DATA,数字资源-联合实验室数据,194,1504414971320291328,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",休息亭,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:25,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
496,LAB_DATA,数字资源-联合实验室数据,195,1504414971248988160,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",充电桩,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:25,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
497,LAB_DATA,数字资源-联合实验室数据,196,1504414971177684992,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",燃气调压站（箱）,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:25,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
498,LAB_DATA,数字资源-联合实验室数据,197,1504414971102187520,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",道路显示屏,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:25,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
499,LAB_DATA,数字资源-联合实验室数据,198,1504414971035078656,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",路灯杆,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:25,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
500,LAB_DATA,数字资源-联合实验室数据,199,1504414970963775488,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",其他医疗卫生机构,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:25,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
501,LAB_DATA,数字资源-联合实验室数据,200,1504414970892472320,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",体检医疗机构,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:25,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
502,LAB_DATA,数字资源-联合实验室数据,201,1504414970825363456,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",停车场附属设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:25,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
503,LAB_DATA,数字资源-联合实验室数据,202,1504414970754060288,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",医保定点医疗机构,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:24,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
504,LAB_DATA,数字资源-联合实验室数据,203,1504414970686951424,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",里程碑,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:24,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
505,LAB_DATA,数字资源-联合实验室数据,204,1504414970615648256,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",人口信令,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:24,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
506,LAB_DATA,数字资源-联合实验室数据,205,1504414970548539392,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",急救机构,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:24,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
507,LAB_DATA,数字资源-联合实验室数据,206,1504414970473041920,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",公安光缆桩,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:24,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
508,LAB_DATA,数字资源-联合实验室数据,207,1504414970410127360,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",视频监控设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:24,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
509,LAB_DATA,数字资源-联合实验室数据,208,1504414970338824192,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",酒店图层,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:24,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
510,LAB_DATA,数字资源-联合实验室数据,209,1504414970267521024,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",停车场,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:24,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
511,LAB_DATA,数字资源-联合实验室数据,210,1504414970196217856,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",传感监测设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:24,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
512,LAB_DATA,数字资源-联合实验室数据,211,1504414970124914688,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",旅游景点,空间图实验室,,DATA,2026/6/5 18:31,2026/7/25 20:05,2026/5/14 11:23,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
513,LAB_DATA,数字资源-联合实验室数据,212,1504414970053611520,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",界桩,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:23,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
514,LAB_DATA,数字资源-联合实验室数据,213,1504414969986502656,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",视频解析设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:23,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
515,LAB_DATA,数字资源-联合实验室数据,214,1504414969919393792,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",经营性互联网文化单位,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:23,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
516,LAB_DATA,数字资源-联合实验室数据,215,1504414969848090624,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",管道附属设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:23,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
517,LAB_DATA,数字资源-联合实验室数据,216,1504414969780981760,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",位置定位设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:23,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
518,LAB_DATA,数字资源-联合实验室数据,217,1504414969709678592,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",演出经纪机构,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:23,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
519,LAB_DATA,数字资源-联合实验室数据,218,1504414969642569728,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",智能快件柜,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:23,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
520,LAB_DATA,数字资源-联合实验室数据,219,1504414969571266560,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",感知载体设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:23,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
521,LAB_DATA,数字资源-联合实验室数据,220,1504414986038104064,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",社会保障卡服务网点,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:22,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
522,LAB_DATA,数字资源-联合实验室数据,221,1504414986105212928,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",污水口监测站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:22,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
523,LAB_DATA,数字资源-联合实验室数据,222,1504414986180710400,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",网格,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:22,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
524,LAB_DATA,数字资源-联合实验室数据,223,1504414969504157696,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",经营性演出场所,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:20,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
525,LAB_DATA,数字资源-联合实验室数据,224,1504414969432854528,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",露天燃气管道,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:20,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
526,LAB_DATA,数字资源-联合实验室数据,225,1504414969361551360,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",充电站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:20,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
527,LAB_DATA,数字资源-联合实验室数据,226,1504414969290248192,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",有出境权旅行社,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:19,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
528,LAB_DATA,数字资源-联合实验室数据,227,1504414969218945024,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",电力通风口,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:19,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
529,LAB_DATA,数字资源-联合实验室数据,228,1504414969147641856,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",加油站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:19,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
530,LAB_DATA,数字资源-联合实验室数据,229,1504414969000841216,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",建筑垃圾消纳场所,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:19,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
531,LAB_DATA,数字资源-联合实验室数据,6,1504414969076338688,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",路边停车场,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:18,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
532,LAB_DATA,数字资源-联合实验室数据,230,1504414968929538048,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",密闭式清洁站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:18,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
533,LAB_DATA,数字资源-联合实验室数据,231,1504414968854040576,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",机关法人,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:18,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
534,LAB_DATA,数字资源-联合实验室数据,232,1504414968778543104,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",民办非企业,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:17,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
535,LAB_DATA,数字资源-联合实验室数据,233,1504414968703045632,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",公交站亭,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:17,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
536,LAB_DATA,数字资源-联合实验室数据,234,1504414968627548160,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",社会团体,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:17,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
537,LAB_DATA,数字资源-联合实验室数据,235,1504414986256207872,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",城乡居民保险单位信息,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:17,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
538,LAB_DATA,数字资源-联合实验室数据,236,1504414986331705344,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",街道,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:17,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
539,LAB_DATA,数字资源-联合实验室数据,237,1504414986398814208,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",副中心界限,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:16,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
540,LAB_DATA,数字资源-联合实验室数据,238,1504414986474311680,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",线状地名,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:16,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
541,LAB_DATA,数字资源-联合实验室数据,239,1504414986545614848,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",宣传栏,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:16,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
542,LAB_DATA,数字资源-联合实验室数据,240,1504414986616918016,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",污水监测器,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:16,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
543,LAB_DATA,数字资源-联合实验室数据,241,1504414986688221184,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",堤防险工程,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:16,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
544,LAB_DATA,数字资源-联合实验室数据,242,1504414986767912960,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",行道树,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:16,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
545,LAB_DATA,数字资源-联合实验室数据,243,1504414986839216128,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",街乡镇边界,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:16,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
546,LAB_DATA,数字资源-联合实验室数据,244,1504414987065708544,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",北京市残疾人社会组织,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:15,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
547,LAB_DATA,数字资源-联合实验室数据,245,1504414987137011712,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",栈桥,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:15,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
548,LAB_DATA,数字资源-联合实验室数据,246,1504414987208314880,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",学校,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:15,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
549,LAB_DATA,数字资源-联合实验室数据,247,1504414987279618048,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",派出所户政窗口,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:15,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
550,LAB_DATA,数字资源-联合实验室数据,248,1504414987359309824,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",减速带,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:15,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
551,LAB_DATA,数字资源-联合实验室数据,249,1504414987434807296,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",医院,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:15,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
